Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b1414	ydcF	CDS	412	0.03	9.29e-01	8.83e-01	0.22	0.15
b1431	ydcL	CDS	758	0.03	9.36e-01	8.93e-01	0.21	0.14
b1570	dicA	CDS	934	0.03	9.20e-01	8.70e-01	0.16	0.16
b1735	chbR	CDS	130	0.03	9.51e-01	9.18e-01	0.3	0.1
b2339	yfcV	CDS	6	0.03	9.88e-01	9.76e-01	0.87	0.03
b2488	hyfH	CDS	18	0.03	9.69e-01	9.47e-01	0.51	0.07
b2494	bepA	CDS	870	0.03	9.49e-01	9.13e-01	0.23	0.11
b2580	ung	CDS	602	0.03	9.44e-01	9.06e-01	0.22	0.12
b2637	yfjT	CDS	28	0.03	9.73e-01	9.53e-01	0.5	0.06
b3040	zupT	CDS	764	0.03	9.44e-01	9.06e-01	0.22	0.12
b3053	glnE	CDS	1256	0.03	9.03e-01	8.43e-01	0.17	0.2
b3835	ubiB	CDS	2253	0.03	9.47e-01	9.11e-01	0.23	0.11
b3836	tatA	CDS	3074	0.03	9.56e-01	9.25e-01	0.31	0.09
b3895	fdhD	CDS	697	0.03	9.04e-01	8.45e-01	0.18	0.2
b3911	cpxA	CDS	2271	0.03	8.92e-01	8.25e-01	0.14	0.22
b4447	sibD	ncRNA	130	0.03	9.66e-01	9.42e-01	0.4	0.07
b4500	yfaS	pseudo	105	0.03	9.51e-01	9.17e-01	0.33	0.1
b0227	yafL	CDS	38	0.02	9.78e-01	9.59e-01	0.39	0.05
b0235	ykfJ	pseudo	2	0.02	9.95e-01	9.88e-01	1.42	0.01
b0274	insB-3	CDS	108	0.02	9.83e-01	9.68e-01	0.38	0.04
b0477	gsk	CDS	2080	0.02	9.76e-01	9.57e-01	0.29	0.05
b0642	leuS	CDS	11572	0.02	9.76e-01	9.57e-01	0.28	0.05
b1404	insI-2	CDS	126	0.02	9.63e-01	9.38e-01	0.2	0.08
b2399	yfeD	CDS	354	0.02	9.67e-01	9.43e-01	0.34	0.07
b3145	yraK	CDS	65	0.02	9.69e-01	9.47e-01	0.34	0.07
b3777	yifN	pseudo	154	0.02	9.66e-01	9.42e-01	0.22	0.07
b3811	xerC	CDS	1267	0.02	9.16e-01	8.64e-01	0.11	0.17
b3888	yiiD	CDS	878	0.02	9.59e-01	9.30e-01	0.25	0.09
b4185	yjfM	CDS	13	0.02	9.86e-01	9.73e-01	0.72	0.03
b0130	yadE	CDS	329	0.01	9.78e-01	9.59e-01	0.28	0.05
b0256	insI-1	CDS	176	0.01	9.70e-01	9.49e-01	0.18	0.06
b0292	ecpB	CDS	19	0.01	9.91e-01	9.81e-01	0.52	0.02
b0446	cof	CDS	253	0.01	9.91e-01	9.82e-01	0.23	0.02
b0766	ybhA	CDS	590	0.01	9.88e-01	9.75e-01	0.38	0.03
b0826	moeB	CDS	786	0.01	9.88e-01	9.76e-01	0.22	0.03
b0842	mdfA	CDS	937	0.01	9.95e-01	9.88e-01	0.47	0.01
b0858	ybjO	CDS	137	0.01	9.80e-01	9.64e-01	0.31	0.05
b0914	msbA	CDS	3749	0.01	9.63e-01	9.37e-01	0.1	0.08
b1013	rutR	CDS	217	0.01	9.77e-01	9.58e-01	0.27	0.05
b1219	ychN	CDS	1083	0.01	9.91e-01	9.81e-01	0.27	0.02
b1499	ydeO	CDS	14	0.01	9.95e-01	9.87e-01	0.78	0.02
b1618	uidR	CDS	437	0.01	9.90e-01	9.79e-01	0.27	0.03
b2220	atoC	CDS	111	0.01	9.89e-01	9.78e-01	0.3	0.03
b2279	nuoK	CDS	819	0.01	9.89e-01	9.77e-01	0.3	0.03
b2290	alaA	CDS	2111	0.01	9.91e-01	9.81e-01	0.3	0.02
b2446	yffO	CDS	20	0.01	9.94e-01	9.86e-01	0.66	0.02
b2492	focB	CDS	39	0.01	9.96e-01	9.91e-01	0.5	0.01
b2533	suhB	CDS	4874	0.01	9.86e-01	9.73e-01	0.31	0.03
b2555	qseG	CDS	407	0.01	9.81e-01	9.66e-01	0.14	0.04
b3013	yqhG	CDS	40	0.01	9.83e-01	9.69e-01	0.34	0.04
b3167	rbfA	CDS	1406	0.01	9.80e-01	9.62e-01	0.25	0.05
b3344	tusC	CDS	449	0.01	9.85e-01	9.71e-01	0.21	0.04
b3847	pepQ	CDS	2739	0.01	9.80e-01	9.64e-01	0.19	0.05
b3965	trmA	CDS	1533	0.01	9.78e-01	9.59e-01	0.21	0.05
b3966	btuB	CDS	2403	0.01	9.93e-01	9.85e-01	0.27	0.02
b4204	yjfZ	CDS	31	0.01	9.95e-01	9.89e-01	0.58	0.01
b4271	intB	pseudo	679	0.01	9.94e-01	9.87e-01	0.31	0.02
b4284	insI-3	CDS	268	0.01	9.62e-01	9.34e-01	0.17	0.08
b4535	yniD	CDS	9	0.01	9.98e-01	9.95e-01	0.86	0.01
b0127	yadG	CDS	884	0	9.91e-01	9.82e-01	0.19	0.02
b0423	thiI	CDS	2833	0	9.96e-01	9.92e-01	0.22	0.01
b0482	ybaP	CDS	514	0	9.92e-01	9.83e-01	0.23	-0.02
b0574	cusB	CDS	41	0	1.00e+00	9.99e-01	0.39	0
b0640	holA	CDS	1307	0	9.95e-01	9.90e-01	0.16	0.01
b0952	pqiC	CDS	521	0	9.85e-01	9.72e-01	0.14	0.04
b1290	sapF	CDS	548	0	9.89e-01	9.78e-01	0.17	0.03
b1472	yddL	CDS	0	0	1.00e+00	1.00e+00	6.77	0
b1523	yneG	CDS	197	0	9.95e-01	9.90e-01	0.26	-0.01
b2077	mdtD	CDS	117	0	9.98e-01	9.95e-01	0.32	0.01
b2321	flk	CDS	576	0	9.96e-01	9.92e-01	0.16	0.01
b2356	yfdM	CDS	1	0	1.00e+00	1.00e+00	3.77	0
b2744	umpG	CDS	1286	0	9.94e-01	9.87e-01	0.13	-0.02
b2851	ygeG	CDS	2	0	1.00e+00	1.00e+00	2.31	0
b2860	insD-4	CDS	198	0	9.96e-01	9.92e-01	0.18	-0.01
b2882	xanQ	CDS	28	0	9.96e-01	9.92e-01	0.45	0.01
b2922	yggE	CDS	1398	0	9.96e-01	9.90e-01	0.22	0.01
b3346	yheO	CDS	1332	0	9.96e-01	9.92e-01	0.17	-0.01
b3822	recQ	CDS	1529	0	9.97e-01	9.93e-01	0.16	-0.01
b3825	pldB	CDS	896	0	1.00e+00	1.00e+00	0.17	0
b4146	epmB	CDS	1447	0	9.98e-01	9.94e-01	0.19	-0.01
b4452	gadY	ncRNA	40	0	1.00e+00	9.99e-01	0.75	0
b4516	insA-4	CDS	48	0	1.00e+00	9.98e-01	0.32	0
b4557	yidD	CDS	2937	0	9.95e-01	9.90e-01	0.2	0.01
b4626	ykfN	pseudo	0	0	1.00e+00	1.00e+00	6.77	0
b4649	ysaD	pseudo	1	0	1.00e+00	1.00e+00	3.2	0
b4682	yqcG	CDS	0	0	1.00e+00	1.00e+00	6.77	0
b4701	sokX	ncRNA	0	0	1.00e+00	1.00e+00	6.77	0
b4726	yabR	CDS	0	0	1.00e+00	1.00e+00	6.77	0
b4731	ykiC	CDS	0	0	1.00e+00	1.00e+00	6.77	0
b4745	yncO	CDS	0	0	1.00e+00	1.00e+00	6.77	0
b0089	ftsW	CDS	1851	-0.01	9.76e-01	9.57e-01	0.27	-0.05
b0179	lpxD	CDS	9280	-0.01	9.69e-01	9.46e-01	0.16	-0.07
b0676	nagC	CDS	1746	-0.01	9.53e-01	9.21e-01	0.14	-0.1
b0936	ssuA	CDS	16	-0.01	9.93e-01	9.85e-01	0.77	-0.02
b0949	uup	CDS	3152	-0.01	9.66e-01	9.42e-01	0.15	-0.07
b1056	yceI	CDS	292	-0.01	9.91e-01	9.81e-01	0.5	-0.02
b1103	hinT	CDS	1031	-0.01	9.78e-01	9.60e-01	0.23	-0.05
b1503	ydeR	CDS	5	-0.01	9.95e-01	9.89e-01	0.98	-0.01
b1706	ydiU	CDS	868	-0.01	9.90e-01	9.80e-01	0.51	-0.03
b1756	ynjD	CDS	106	-0.01	9.80e-01	9.63e-01	0.27	-0.05
b1787	yeaK	CDS	570	-0.01	9.91e-01	9.80e-01	0.24	-0.02
b1791	nimT	CDS	147	-0.01	9.95e-01	9.89e-01	0.37	-0.01
b1804	rnd	CDS	1215	-0.01	9.51e-01	9.16e-01	0.1	-0.1
b1811	yoaH	CDS	301	-0.01	9.89e-01	9.78e-01	0.27	-0.03
b2265	menF	CDS	1296	-0.01	9.81e-01	9.66e-01	0.24	-0.04
b2400	gltX	CDS	9816	-0.01	9.89e-01	9.78e-01	0.37	-0.03
b2793	syd	CDS	572	-0.01	9.84e-01	9.70e-01	0.17	-0.04
b2808	gcvA	CDS	433	-0.01	9.61e-01	9.33e-01	0.18	-0.08
b3456	livM	CDS	557	-0.01	9.69e-01	9.47e-01	0.2	-0.07
b4373	rimI	CDS	647	-0.01	9.80e-01	9.63e-01	0.19	-0.05
b0094	ftsA	CDS	2945	-0.02	9.45e-01	9.08e-01	0.18	-0.12
b0158	btuF	CDS	687	-0.02	9.53e-01	9.21e-01	0.24	-0.1
b0200	gmhB	CDS	776	-0.02	9.11e-01	8.58e-01	0.13	-0.18
b0378	yaiW	CDS	552	-0.02	9.51e-01	9.16e-01	0.18	-0.11
b0649	djlC	CDS	94	-0.02	9.58e-01	9.29e-01	0.27	-0.09
b0730	mngR	CDS	252	-0.02	9.44e-01	9.07e-01	0.2	-0.12
b1123	potD	CDS	4582	-0.02	9.81e-01	9.65e-01	0.36	-0.04
b1365	ynaK	CDS	26	-0.02	9.78e-01	9.59e-01	0.47	-0.05
b1412	azoR	CDS	386	-0.02	9.70e-01	9.49e-01	0.32	-0.06
b1806	yeaY	CDS	1023	-0.02	9.41e-01	9.01e-01	0.16	-0.13
b1871	cmoB	CDS	1093	-0.02	9.06e-01	8.50e-01	0.12	-0.19
b2232	ubiG	CDS	1309	-0.02	9.29e-01	8.82e-01	0.13	-0.15
b2268	rbn	CDS	421	-0.02	9.63e-01	9.36e-01	0.2	-0.08
b2564	pdxJ	CDS	1202	-0.02	9.62e-01	9.35e-01	0.23	-0.08
b3187	ispB	CDS	3599	-0.02	9.68e-01	9.44e-01	0.24	-0.07
b3290	trkA	CDS	1631	-0.02	9.37e-01	8.93e-01	0.16	-0.13
b3350	kefB	CDS	373	-0.02	9.83e-01	9.69e-01	0.41	-0.04
b3829	metE	CDS	7533	-0.02	9.89e-01	9.78e-01	0.71	-0.03
b4125	dcuS	CDS	636	-0.02	9.57e-01	9.27e-01	0.27	-0.09
b4420	rdlA	ncRNA	255	-0.02	9.57e-01	9.27e-01	0.2	-0.09
b4572	ylbE	CDS	28	-0.02	9.80e-01	9.63e-01	0.48	-0.05
b0010	satP	CDS	481	-0.03	9.81e-01	9.66e-01	0.66	-0.04
b0096	lpxC	CDS	17636	-0.03	8.54e-01	7.69e-01	0.12	-0.29
b0106	hofC	CDS	76	-0.03	9.63e-01	9.38e-01	0.39	-0.08
b0138	yadM	CDS	15	-0.03	9.81e-01	9.67e-01	0.67	-0.04
b0420	dxs	CDS	2703	-0.03	8.20e-01	7.27e-01	0.09	-0.35
b0425	panE	CDS	578	-0.03	9.03e-01	8.42e-01	0.14	-0.2
b0491	fetB	CDS	236	-0.03	9.53e-01	9.21e-01	0.26	-0.1
b1098	tmk	CDS	718	-0.03	9.07e-01	8.52e-01	0.16	-0.19
b1578	insD-7	pseudo	91	-0.03	9.37e-01	8.95e-01	0.23	-0.13
b1902	ftnB	CDS	369	-0.03	9.70e-01	9.48e-01	0.49	-0.07
b2280	nuoJ	CDS	1779	-0.03	9.51e-01	9.16e-01	0.28	-0.11
b2439	eutL	CDS	154	-0.03	9.37e-01	8.94e-01	0.26	-0.13
b2568	lepB	CDS	3725	-0.03	9.19e-01	8.69e-01	0.17	-0.16
b2621	ssrA	ncRNA	511684	-0.03	9.62e-01	9.35e-01	0.33	-0.08
b2747	ispD	CDS	1079	-0.03	9.19e-01	8.69e-01	0.18	-0.16
b2834	tas	CDS	1395	-0.03	9.30e-01	8.83e-01	0.2	-0.15
b2951	yggS	CDS	599	-0.03	9.49e-01	9.14e-01	0.32	-0.11
b3096	mzrA	CDS	490	-0.03	9.46e-01	9.10e-01	0.3	-0.11
b3244	tldD	CDS	2715	-0.03	9.20e-01	8.70e-01	0.16	-0.16
b3553	ghrB	CDS	1704	-0.03	9.29e-01	8.82e-01	0.18	-0.15
b3620	waaF	CDS	2549	-0.03	9.37e-01	8.95e-01	0.22	-0.13
b3702	dnaA	CDS	4747	-0.03	8.94e-01	8.29e-01	0.16	-0.22
b4133	cadC	CDS	181	-0.03	9.56e-01	9.25e-01	0.32	-0.09
b4177	purA	CDS	20279	-0.03	9.63e-01	9.37e-01	0.35	-0.08
b4624	ryjB	ncRNA	15	-0.03	9.81e-01	9.66e-01	0.66	-0.04
b4741	ymiC	CDS	99	-0.03	9.53e-01	9.21e-01	0.33	-0.1
b0098	secA	CDS	9462	-0.04	9.03e-01	8.43e-01	0.18	-0.2
b0109	nadC	CDS	959	-0.04	7.96e-01	6.97e-01	0.09	-0.39
b0143	pcnB	CDS	5928	-0.04	8.11e-01	7.15e-01	0.1	-0.37
b0196	rcsF	CDS	772	-0.04	9.05e-01	8.47e-01	0.19	-0.19
b0249	ykfF	CDS	3	-0.04	9.80e-01	9.64e-01	0.95	-0.05
b0507	gcl	CDS	54	-0.04	9.53e-01	9.22e-01	0.41	-0.1
b0917	ycaR	CDS	324	-0.04	9.56e-01	9.26e-01	0.45	-0.09
b1067	yceH	CDS	574	-0.04	9.34e-01	8.89e-01	0.26	-0.14
b1396	paaI	CDS	17	-0.04	9.63e-01	9.38e-01	0.54	-0.08
b1647	ydhF	CDS	689	-0.04	9.02e-01	8.40e-01	0.18	-0.2
b1738	chbB	CDS	239	-0.04	9.02e-01	8.41e-01	0.21	-0.2
b1856	mepM	CDS	3459	-0.04	9.38e-01	8.98e-01	0.35	-0.13
b2213	ada	CDS	319	-0.04	9.27e-01	8.79e-01	0.25	-0.15
b2325	yfcL	CDS	1176	-0.04	8.80e-01	8.10e-01	0.17	-0.24
b2449	yffR	CDS	90	-0.04	9.61e-01	9.33e-01	0.43	-0.08
b2516	rodZ	CDS	3245	-0.04	8.61e-01	7.79e-01	0.13	-0.28
b2595	bamD	CDS	4561	-0.04	7.44e-01	6.30e-01	0.09	-0.48
b2617	bamE	CDS	2646	-0.04	9.16e-01	8.64e-01	0.23	-0.17
b2745	truD	CDS	1878	-0.04	8.21e-01	7.28e-01	0.13	-0.35
b2942	metK	CDS	5642	-0.04	9.71e-01	9.50e-01	0.65	-0.06
b3207	yrbL	CDS	4425	-0.04	8.87e-01	8.19e-01	0.19	-0.23
b3252	csrD	CDS	956	-0.04	9.54e-01	9.23e-01	0.42	-0.1
b3395	hofM	CDS	46	-0.04	9.44e-01	9.06e-01	0.36	-0.12
b3997	hemE	CDS	1854	-0.04	8.69e-01	7.91e-01	0.13	-0.26
b4225	chpB	CDS	99	-0.04	9.19e-01	8.69e-01	0.27	-0.17
b4361	dnaC	CDS	456	-0.04	8.92e-01	8.25e-01	0.17	-0.22
b0602	ybdN	CDS	24	-0.05	9.59e-01	9.30e-01	0.61	-0.09
b0632	dacA	CDS	3486	-0.05	9.19e-01	8.68e-01	0.32	-0.17
b0772	ybhC	CDS	481	-0.05	9.02e-01	8.40e-01	0.24	-0.2
b0807	rlmF	CDS	935	-0.05	9.06e-01	8.48e-01	0.25	-0.19
b0839	dacC	CDS	1347	-0.05	8.50e-01	7.62e-01	0.15	-0.3
b0997	torA	CDS	130	-0.05	9.36e-01	8.93e-01	0.39	-0.13
b1355	ydaG	CDS	12	-0.05	9.75e-01	9.55e-01	0.83	-0.06
b1409	ynbB	CDS	5	-0.05	9.81e-01	9.65e-01	1.14	-0.04
b1713	pheT	CDS	10804	-0.05	9.11e-01	8.59e-01	0.26	-0.18
b2230	yfaA	CDS	115	-0.05	8.96e-01	8.31e-01	0.24	-0.21
b2443	yffL	CDS	99	-0.05	9.19e-01	8.68e-01	0.3	-0.17
b2689	yqaA	CDS	865	-0.05	7.61e-01	6.53e-01	0.11	-0.45
b2865	ygeR	CDS	576	-0.05	8.76e-01	8.04e-01	0.19	-0.25
b2892	recJ	CDS	2307	-0.05	8.07e-01	7.11e-01	0.13	-0.37
b3783	rho	CDS	20447	-0.05	8.60e-01	7.76e-01	0.16	-0.28
b3959	argB	CDS	241	-0.05	9.32e-01	8.87e-01	0.35	-0.14
b4508	peaD	pseudo	11	-0.05	9.70e-01	9.48e-01	0.82	-0.06
b0386	proC	CDS	958	-0.06	8.87e-01	8.19e-01	0.25	-0.23
b0573	cusF	CDS	15	-0.06	9.60e-01	9.31e-01	0.68	-0.09
b1092	fabD	CDS	6827	-0.06	8.50e-01	7.62e-01	0.19	-0.3
b1606	folM	CDS	310	-0.06	8.74e-01	8.00e-01	0.23	-0.25
b1648	ydhL	CDS	43	-0.06	9.55e-01	9.24e-01	0.6	-0.1
b2105	rcnR	CDS	80	-0.06	9.19e-01	8.69e-01	0.37	-0.17
b2160	yeiI	CDS	486	-0.06	8.86e-01	8.17e-01	0.25	-0.23
b2600	tyrA	CDS	845	-0.06	8.53e-01	7.67e-01	0.2	-0.3
b2830	rppH	CDS	1822	-0.06	7.74e-01	6.69e-01	0.15	-0.43
b3103	yhaH	CDS	636	-0.06	8.60e-01	7.78e-01	0.21	-0.28
b3500	gor	CDS	2446	-0.06	8.52e-01	7.66e-01	0.21	-0.3
b3865	yihA	CDS	1887	-0.06	9.04e-01	8.45e-01	0.29	-0.2
b4182	yjfJ	CDS	27	-0.06	9.41e-01	9.00e-01	0.51	-0.13
b4232	fbp	CDS	2098	-0.06	8.81e-01	8.11e-01	0.26	-0.24
b4386	lplA	CDS	412	-0.06	8.62e-01	7.80e-01	0.2	-0.28
b4561	insM	pseudo	16	-0.06	9.60e-01	9.32e-01	0.72	-0.09
b0137	yadL	CDS	15	-0.07	9.37e-01	8.96e-01	0.53	-0.13
b0214	rnhA	CDS	458	-0.07	8.85e-01	8.16e-01	0.28	-0.23
b0544	ybcK	CDS	29	-0.07	9.37e-01	8.96e-01	0.5	-0.13
b1340	smrA	CDS	275	-0.07	7.67e-01	6.61e-01	0.16	-0.44
b1708	nlpC	CDS	582	-0.07	8.34e-01	7.44e-01	0.23	-0.33
b2577	yfiE	CDS	153	-0.07	8.43e-01	7.54e-01	0.21	-0.31
b2963	mltC	CDS	716	-0.07	8.04e-01	7.08e-01	0.18	-0.37
b3150	yraP	CDS	1201	-0.07	7.10e-01	5.85e-01	0.12	-0.55
b3287	def	CDS	2767	-0.07	7.67e-01	6.61e-01	0.15	-0.44
b3341	rpsG	CDS	43765	-0.07	9.16e-01	8.63e-01	0.39	-0.17
b3364	tsgA	CDS	1138	-0.07	8.77e-01	8.06e-01	0.29	-0.25
b3434	yhgN	CDS	346	-0.07	8.60e-01	7.78e-01	0.26	-0.28
b3481	nikR	CDS	217	-0.07	8.78e-01	8.07e-01	0.27	-0.24
b3644	yicC	CDS	2861	-0.07	7.77e-01	6.72e-01	0.17	-0.42
b3834	ubiJ	CDS	1260	-0.07	7.98e-01	7.00e-01	0.17	-0.39
b4095	phnM	CDS	9	-0.07	9.55e-01	9.24e-01	0.78	-0.1
b4190	yjfP	CDS	158	-0.07	8.08e-01	7.12e-01	0.2	-0.37
b4238	nrdD	CDS	2835	-0.07	9.42e-01	9.03e-01	0.57	-0.12
b4650	yibS	pseudo	7	-0.07	9.72e-01	9.51e-01	1.1	-0.06
b0088	murD	CDS	2608	-0.08	7.87e-01	6.84e-01	0.2	-0.41
b0093	ftsQ	CDS	1744	-0.08	8.52e-01	7.66e-01	0.28	-0.3
b0195	trmO	CDS	885	-0.08	7.44e-01	6.30e-01	0.17	-0.48
b0264	insB-2	CDS	110	-0.08	9.04e-01	8.45e-01	0.38	-0.2
b0398	sbcD	CDS	444	-0.08	8.13e-01	7.19e-01	0.22	-0.36
b0413	nrdR	CDS	874	-0.08	6.99e-01	5.73e-01	0.14	-0.56
b0641	lptE	CDS	2441	-0.08	8.27e-01	7.35e-01	0.23	-0.34
b0678	nagB	CDS	752	-0.08	6.68e-01	5.36e-01	0.13	-0.62
b1137	ymfD	CDS	417	-0.08	9.06e-01	8.49e-01	0.44	-0.19
b1227	narI	CDS	585	-0.08	9.35e-01	8.90e-01	0.59	-0.14
b1291	sapD	CDS	782	-0.08	6.99e-01	5.72e-01	0.14	-0.57
b1595	ynfL	CDS	96	-0.08	8.66e-01	7.86e-01	0.29	-0.27
b1632	rsxE	CDS	493	-0.08	7.89e-01	6.87e-01	0.2	-0.4
b2070	yegI	CDS	76	-0.08	8.71e-01	7.94e-01	0.32	-0.26
b2093	gatB	CDS	3053	-0.08	9.07e-01	8.52e-01	0.43	-0.19
b2231	gyrA	CDS	15172	-0.08	7.90e-01	6.88e-01	0.2	-0.4
b2275	yfbP	CDS	64	-0.08	8.73e-01	7.97e-01	0.33	-0.26
b2454	eutJ	CDS	8	-0.08	9.63e-01	9.38e-01	1.06	-0.08
b2601	aroF	CDS	653	-0.08	8.71e-01	7.94e-01	0.31	-0.26
b2682	ygaZ	CDS	1721	-0.08	6.70e-01	5.39e-01	0.13	-0.61
b2697	alaS	CDS	16024	-0.08	7.98e-01	6.99e-01	0.21	-0.39
b3288	fmt	CDS	3818	-0.08	7.64e-01	6.57e-01	0.17	-0.44
b3394	hofN	CDS	12	-0.08	9.47e-01	9.11e-01	0.73	-0.11
b3453	ugpB	CDS	278	-0.08	8.57e-01	7.72e-01	0.28	-0.29
b3504	yhiS	pseudo	17	-0.08	9.31e-01	8.84e-01	0.56	-0.15
b3565	xylA	CDS	179	-0.08	8.94e-01	8.28e-01	0.35	-0.22
b3590	selB	CDS	1539	-0.08	7.34e-01	6.18e-01	0.16	-0.5
b3999	yjaG	CDS	1396	-0.08	8.00e-01	7.03e-01	0.21	-0.38
b4512	ybdD	CDS	206	-0.08	9.08e-01	8.54e-01	0.42	-0.18
b0275	insA-3	CDS	63	-0.09	8.47e-01	7.58e-01	0.28	-0.31
b0415	ribE	CDS	2800	-0.09	6.77e-01	5.47e-01	0.16	-0.6
b0568	nfrA	CDS	435	-0.09	8.67e-01	7.87e-01	0.33	-0.27
b0827	moeA	CDS	1126	-0.09	8.16e-01	7.22e-01	0.24	-0.36
b1345	intR	CDS	115	-0.09	8.38e-01	7.49e-01	0.29	-0.32
b1422	ydcI	CDS	879	-0.09	8.98e-01	8.36e-01	0.44	-0.21
b1477	yddM	CDS	319	-0.09	8.44e-01	7.55e-01	0.29	-0.31
b1688	ydiK	CDS	938	-0.09	7.19e-01	5.98e-01	0.17	-0.53
b1749	xthA	CDS	1328	-0.09	8.54e-01	7.70e-01	0.31	-0.29
b1876	argS	CDS	4797	-0.09	8.85e-01	8.15e-01	0.38	-0.23
b2074	mdtA	CDS	191	-0.09	8.52e-01	7.66e-01	0.3	-0.3
b2245	yfaU	CDS	31	-0.09	8.98e-01	8.36e-01	0.44	-0.21
b2251	nudI	CDS	191	-0.09	8.21e-01	7.28e-01	0.26	-0.35
b3106	yhaK	CDS	51	-0.09	8.87e-01	8.20e-01	0.39	-0.23
b3260	dusB	CDS	10206	-0.09	8.21e-01	7.28e-01	0.27	-0.35
b3353	yheT	CDS	744	-0.09	7.55e-01	6.46e-01	0.19	-0.46
b3484	yhhI	CDS	28	-0.09	8.79e-01	8.08e-01	0.37	-0.24
b3663	yicN	CDS	232	-0.09	7.92e-01	6.92e-01	0.22	-0.4
b3681	glvG	CDS	32	-0.09	8.98e-01	8.37e-01	0.46	-0.21
b4114	eptA	CDS	42	-0.09	8.92e-01	8.25e-01	0.4	-0.22
b0091	murC	CDS	3048	-0.1	7.30e-01	6.12e-01	0.19	-0.51
b0159	mtn	CDS	3146	-0.1	8.52e-01	7.65e-01	0.33	-0.3
b0160	dgt	CDS	536	-0.1	7.28e-01	6.10e-01	0.19	-0.51
b0265	insA-2	CDS	80	-0.1	7.92e-01	6.92e-01	0.25	-0.4
b0462	acrB	CDS	8931	-0.1	7.44e-01	6.30e-01	0.22	-0.48
b0639	nadD	CDS	673	-0.1	7.48e-01	6.35e-01	0.2	-0.47
b0698	kdpA	CDS	18	-0.1	9.22e-01	8.73e-01	0.6	-0.16
b0768	ybhD	CDS	15	-0.1	9.37e-01	8.95e-01	0.74	-0.13
b1586	ynfD	CDS	35	-0.1	8.80e-01	8.10e-01	0.42	-0.24
b1840	yebZ	CDS	1221	-0.1	8.60e-01	7.77e-01	0.36	-0.28
b1852	zwf	CDS	2004	-0.1	7.06e-01	5.80e-01	0.18	-0.55
b2236	yfaE	CDS	722	-0.1	8.86e-01	8.17e-01	0.45	-0.23
b2264	menD	CDS	1326	-0.1	6.62e-01	5.29e-01	0.16	-0.63
b2281	nuoI	CDS	1457	-0.1	7.88e-01	6.85e-01	0.25	-0.41
b2515	ispG	CDS	4497	-0.1	5.99e-01	4.62e-01	0.13	-0.74
b2824	ygdB	CDS	69	-0.1	8.60e-01	7.78e-01	0.35	-0.28
b3058	folB	CDS	211	-0.1	8.55e-01	7.70e-01	0.33	-0.29
b3220	yhcG	CDS	147	-0.1	8.96e-01	8.30e-01	0.48	-0.21
b3243	aaeR	CDS	408	-0.1	6.04e-01	4.68e-01	0.14	-0.73
b3550	yiaC	CDS	173	-0.1	7.62e-01	6.55e-01	0.23	-0.45
b3839	tatC	CDS	2679	-0.1	7.75e-01	6.70e-01	0.22	-0.43
b3863	polA	CDS	3572	-0.1	7.36e-01	6.22e-01	0.2	-0.49
b3937	yiiX	CDS	316	-0.1	7.44e-01	6.30e-01	0.22	-0.48
b4138	dcuA	CDS	5075	-0.1	8.76e-01	8.04e-01	0.39	-0.25
b4403	yjtD	CDS	290	-0.1	8.54e-01	7.69e-01	0.35	-0.29
b4714	ralA	ncRNA	4	-0.1	9.52e-01	9.20e-01	1	-0.1
b0092	ddlB	CDS	2452	-0.11	5.78e-01	4.40e-01	0.14	-0.77
b0412	yajI	CDS	82	-0.11	8.66e-01	7.86e-01	0.41	-0.27
b0542	renD	pseudo	150	-0.11	6.94e-01	5.66e-01	0.19	-0.57
b0956	matP	CDS	320	-0.11	7.71e-01	6.66e-01	0.25	-0.43
b1225	narH	CDS	1090	-0.11	9.21e-01	8.72e-01	0.7	-0.16
b1303	pspF	CDS	186	-0.11	8.48e-01	7.60e-01	0.36	-0.31
b1359	ydaU	CDS	32	-0.11	9.07e-01	8.53e-01	0.6	-0.19
b1476	fdnI	CDS	1027	-0.11	8.67e-01	7.87e-01	0.41	-0.27
b1603	pntA	CDS	4258	-0.11	8.21e-01	7.28e-01	0.32	-0.35
b1801	yeaV	CDS	10	-0.11	9.32e-01	8.86e-01	0.75	-0.14
b2440	eutC	CDS	203	-0.11	7.28e-01	6.10e-01	0.22	-0.51
b2559	tadA	CDS	752	-0.11	6.05e-01	4.69e-01	0.15	-0.72
b2560	pgpC	CDS	736	-0.11	7.44e-01	6.30e-01	0.23	-0.48
b2625	yfjI	CDS	22	-0.11	8.85e-01	8.16e-01	0.48	-0.23
b2845	yqeG	CDS	1146	-0.11	8.52e-01	7.65e-01	0.36	-0.3
b2893	dsbC	CDS	1064	-0.11	6.04e-01	4.67e-01	0.15	-0.73
b3522	yhjD	CDS	318	-0.11	6.64e-01	5.32e-01	0.18	-0.62
b3867	hemN	CDS	1989	-0.11	7.66e-01	6.60e-01	0.26	-0.44
b4258	valS	CDS	13465	-0.11	7.49e-01	6.38e-01	0.23	-0.47
b4298	yjhH	CDS	40	-0.11	8.87e-01	8.18e-01	0.46	-0.23
b4392	slt	CDS	1001	-0.11	5.59e-01	4.19e-01	0.14	-0.81
b4496	yedS	pseudo	79	-0.11	8.58e-01	7.74e-01	0.39	-0.29
